"Pk";"Tm";"Player";"College";"Yrs";"G";"MP";"PTS";"TRB";"AST";"FG.";"3P.";"FT.";"MP.1";"PTS.1";"TRB.1";"AST.1";"WS";"WS.48";"BPM";"VORP";"year"
46;"POR";"Marcus Brown";"Murray State University";"2";27;229;92;22;23;0,381;0,333;0,714;8,5;3,4;0,8;0,9;0,3;0,066;-3,2;-0,1;1996
47;"SEA";"Ron Riley";"Arizona State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996
48;"PHI";"Jamie Feick";"Michigan State University";"5";201;4316;911;1437;139;0,424;0,4;0,629;21,5;4,5;7,1;0,7;8,2;0,091;-1,7;0,4;1996
49;"ORL";"Amal McCaskill";"Marquette University";"4";114;968;204;213;36;0,377;0;0,609;8,5;1,8;1,9;0,3;0,5;0,024;-4,4;-0,6;1996
50;"HOU";"Terrell Bell";"University of Georgia";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996
51;"VAN";"Chris Robinson";"Western Kentucky University";"2";76;1095;350;117;104;0,376;0,374;0,571;14,4;4,6;1,5;1,4;-0,1;-0,003;-4,1;-0,6;1996
52;"IND";"Mark Pope";"University of Kentucky";"6";153;1634;285;261;63;0,401;0,179;0,573;10,7;1,9;1,7;0,4;1,3;0,038;-3,2;-0,5;1996
53;"MIL";"Jeff Nordgaard";"University of Wisconsin-Green Bay";"1";13;48;18;14;3;0,278;NA;0,889;3,7;1,4;1,1;0,2;0;0,043;-6,8;-0,1;1996
54;"UTA";"Shandon Anderson";"University of Georgia";"10";719;15946;5327;2252;1007;0,457;0,316;0,739;22,2;7,4;3,1;1,4;23,6;0,071;-0,8;4,9;1996
55;"WSB";"Ronnie Henderson";"Louisiana State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996
56;"CLE";"Reggie Geary";"University of Arizona";"2";101;931;209;82;110;0,344;0,328;0,493;9,2;2,1;0,8;1,1;0,6;0,032;-3,2;-0,3;1996
57;"SEA";"Drew Barry";"Georgia Institute of Technology";"3";60;598;134;67;111;0,417;0,381;0,774;10;2,2;1,1;1,9;0,6;0,051;-4,5;-0,4;1996
58;"DAL";"Darnell Robinson";"University of Arkansas";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996
1;"SAS";"Tim Duncan";"Wake Forest University";"19";1392;47368;26496;15091;4225;0,506;0,179;0,696;34;19;10,8;3;206,4;0,209;5,5;89,3;1997
2;"PHI";"Keith Van Horn";"University of Utah";"9";575;18150;9206;3909;900;0,443;0,361;0,835;31,6;16;6,8;1,6;41,7;0,11;-0,2;8,4;1997
3;"BOS";"Chauncey Billups";"University of Colorado";"17";1043;33008;15802;2992;5636;0,415;0,387;0,894;31,6;15,2;2,9;5,4;120,8;0,176;2,5;37,6;1997
4;"VAN";"Antonio Daniels";"Bowling Green State University";"13";872;19671;6623;1613;2934;0,444;0,311;0,793;22,6;7,6;1,8;3,4;47;0,115;-1,2;4,1;1997
5;"DEN";"Tony Battie";"Texas Tech University";"14";837;17649;5082;4287;522;0,488;0,162;0,69;21,1;6,1;5,1;0,6;36,4;0,099;-1,6;1,9;1997
6;"BOS";"Ron Mercer";"University of Kentucky";"8";432;13418;5892;1342;921;0,429;0,25;0,808;31,1;13,6;3,1;2,1;9,4;0,034;-3,3;-4,3;1997
7;"NJN";"Tim Thomas";"Villanova University";"13";824;21336;9454;3379;1272;0,437;0,369;0,758;25,9;11,5;4,1;1,5;35,2;0,079;-1;5,4;1997
8;"GSW";"Adonal Foyle";"Colgate University";"12";733;13060;2989;3461;344;0,477;0;0,499;17,8;4,1;4,7;0,5;18,7;0,069;-0,8;3,9;1997
9;"TOR";"Tracy McGrady";"";"15";938;30658;18381;5276;4161;0,435;0,338;0,746;32,7;19,6;5,6;4,4;97,3;0,152;4,6;50,6;1997
10;"MIL";"Danny Fortson";"University of Cincinnati";"10";440;8832;3615;3184;301;0,472;0,167;0,785;20,1;8,2;7,2;0,7;22,3;0,121;-3;-2,1;1997
11;"SAC";"Tariq Abdul-Wahad";"San Jose State University";"6";236;4807;1830;776;266;0,417;0,237;0,703;20,4;7,8;3,3;1,1;3,5;0,035;-3,2;-1,5;1997
12;"IND";"Austin Croshere";"Providence College";"12";659;11480;4475;2649;627;0,407;0,34;0,861;17,4;6,8;4;1;27,6;0,115;-0,5;4,3;1997
13;"CLE";"Derek Anderson";"University of Kentucky";"11";615;17975;7357;1988;2083;0,408;0,341;0,853;29,2;12;3,2;3,4;43,9;0,117;0,9;13,3;1997
14;"LAC";"Maurice Taylor";"University of Michigan";"9";534;13324;5889;2452;623;0,466;0,152;0,711;25;11;4,6;1,2;9,9;0,036;-3,8;-5,9;1997
15;"DAL";"Kelvin Cato";"Iowa State University";"10";541;10617;2960;2874;244;0,507;0,077;0,644;19,6;5,5;5,3;0,5;28,6;0,129;-0,3;4,6;1997
16;"CLE";"Brevin Knight";"Stanford University";"12";729;18176;5342;1785;4481;0,412;0,134;0,789;24,9;7,3;2,4;6,1;32,6;0,086;-1,1;4,3;1997
17;"ORL";"Johnny Taylor";"University of Tennessee at Chattanooga";"3";54;866;256;120;26;0,402;0,394;0,718;16;4,7;2,2;0,5;0,1;0,007;-3,5;-0,3;1997
18;"POR";"Chris Anstey";"";"3";155;2157;813;534;127;0,413;0,138;0,755;13,9;5,2;3,4;0,8;2,8;0,062;-2,8;-0,4;1997
19;"DET";"Scot Pollard";"University of Kansas";"11";506;8372;2222;2351;220;0,494;0;0,709;16,5;4,4;4,6;0,4;26,6;0,153;0,6;5,5;1997
20;"MIN";"Paul Grant";"University of Wisconsin";"2";16;111;29;18;3;0,448;NA;0,375;6,9;1,8;1,1;0,2;-0,1;-0,043;-7,8;-0,2;1997
21;"NJN";"Anthony Parker";"Bradley University";"9";494;13752;4478;1574;1129;0,444;0,404;0,794;27,8;9,1;3,2;2,3;24,5;0,085;0,6;9,1;1997
22;"ATL";"Ed Gray";"University of California";"2";60;809;373;73;46;0,339;0,341;0,814;13,5;6,2;1,2;0,8;0,1;0,009;-6,2;-0,9;1997
23;"SEA";"Bobby Jackson";"University of Minnesota";"12";755;16790;7344;2347;1945;0,417;0,354;0,793;22,2;9,7;3,1;2,6;31,4;0,09;-0,1;7,8;1997
24;"HOU";"Rodrick Rhodes";"University of Southern California";"3";72;1234;380;88;121;0,347;0,2;0,62;17,1;5,3;1,2;1,7;-1,6;-0,064;-6,6;-1,4;1997
25;"NYK";"John Thomas";"University of Minnesota";"5";208;2253;560;432;60;0,502;0;0,591;10,8;2,7;2,1;0,3;3,2;0,067;-3,3;-0,7;1997
26;"MIA";"Charles Smith";"University of New Mexico";"5";142;1973;729;200;124;0,409;0,288;0,606;13,9;5,1;1,4;0,9;1,5;0,036;-1,7;0,2;1997
27;"UTA";"Jacque Vaughn";"University of Kansas";"12";776;12658;3463;1028;1919;0,429;0,352;0,779;16,3;4,5;1,3;2,5;15,4;0,058;-4,2;-7,1;1997
28;"CHI";"Keith Booth";"University of Maryland";"2";45;449;130;97;39;0,325;0,091;0,563;10;2,9;2,2;0,9;-0,8;-0,08;-6,2;-0,5;1997
29;"HOU";"Serge Zwikker";"University of North Carolina";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997
30;"MIA";"Mark Sanford";"University of Washington";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997
31;"DET";"Charles O'Bannon";"University of California, Los Angeles";"2";48;399;120;67;29;0,4;0;0,87;8,3;2,5;1,4;0,6;0,6;0,07;-2,8;-0,1;1997
32;"DEN";"James Cotton";"California State University, Long Beach";"2";19;92;49;16;0;0,359;0;0,778;4,8;2,6;0,8;0;0;0,008;-14,7;-0,3;1997
33;"PHI";"Marko Milic";"";"2";44;216;108;30;14;0,56;0,429;0,647;4,9;2,5;0,7;0,3;0,2;0,047;-2,5;0;1997
34;"DAL";"Bubba Wells";"Austin Peay State University";"1";39;395;128;68;34;0,414;0,167;0,721;10,1;3,3;1,7;0,9;0,1;0,013;-5;-0,3;1997
35;"PHI";"Kebu Stewart";"California State University, Bakersfield";"1";15;110;40;31;2;0,462;NA;0,64;7,3;2,7;2,1;0,1;0,2;0,098;-5,5;-0,1;1997
36;"PHI";"James Collins";"Florida State University";"1";23;103;59;14;3;0,382;0,45;0,571;4,5;2,6;0,6;0,1;0;0,008;-5,2;-0,1;1997
37;"GSW";"Marc Jackson";"Temple University";"7";387;7572;3238;1655;311;0,446;0,226;0,814;19,6;8,4;4,3;0,8;13;0,082;-3,6;-3,1;1997
38;"MIL";"Jerald Honeycutt";"Tulane University";"2";54;632;275;105;36;0,391;0,362;0,632;11,7;5,1;1,9;0,7;0,3;0,02;-3,8;-0,3;1997
39;"SAC";"Anthony Johnson";"College of Charleston";"13";793;15552;4432;1358;2274;0,414;0,356;0,745;19,6;5,6;1,7;2,9;23,2;0,072;-2,1;-0,4;1997
40;"SEA";"Eddie Elisma";"Georgia Institute of Technology";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997
41;"DEN";"Jason Lawson";"Villanova University";"1";17;80;26;27;5;0,6;NA;0,8;4,7;1,5;1,6;0,3;0,5;0,28;4,8;0,1;1997
42;"PHO";"Stephen Jackson";"Butler County Community College";"14";858;27398;12976;3328;2634;0,414;0,333;0,798;31,9;15,1;3,9;3,1;36,1;0,063;0;13,6;1997
43;"MIN";"Gordon Malone";"West Virginia University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997
44;"CLE";"Cedric Henderson";"University of Memphis";"5";260;6182;1885;755;419;0,436;0,14;0,715;23,8;7,3;2,9;1,6;3,3;0,026;-2,4;-0,7;1997
45;"WAS";"God Shammgod";"Providence College";"1";20;146;61;7;36;0,328;0;0,767;7,3;3,1;0,4;1,8;-0,1;-0,049;-9,6;-0,3;1997
46;"ORL";"Eric Washington";"University of Alabama";"2";104;2300;716;216;108;0,402;0,346;0,757;22,1;6,9;2,1;1;0,1;0,002;-3,7;-1;1997
47;"POR";"Alvin Williams";"Villanova University";"9";460;12610;4161;1140;1877;0,421;0,313;0,76;27,4;9;2,5;4,1;21,7;0,082;-0,9;3,6;1997
48;"WAS";"Predrag Drobnjak";"";"4";278;5542;2187;973;225;0,425;0,34;0,799;19,9;7,9;3,5;0,8;5,6;0,048;-4,2;-3,1;1997
49;"ATL";"Alain Digbeu";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997
50;"ATL";"Chris Crawford";"Marquette University";"7";252;3985;1654;547;154;0,437;0,347;0,824;15,8;6,6;2,2;0,6;6,5;0,078;-2,9;-0,9;1997
51;"LAL";"DeJuan Wheat";"University of Louisville";"2";80;740;265;56;127;0,383;0,39;0,7;9,3;3,3;0,7;1,6;0,5;0,034;-4,4;-0,4;1997
52;"VAN";"C.J. Bruton";"Indian Hills Community College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997
53;"LAL";"Paul Rogers";"Gonzaga University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997
54;"SEA";"Mark Blount";"University of Pittsburgh";"9";605;13981;4941;2784;513;0,504;0,359;0,723;23,1;8,2;4,6;0,8;18,8;0,065;-2,4;-1,4;1997
55;"BOS";"Ben Pepper";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997
56;"UTA";"Nate Erdmann";"University of Oklahoma";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997
57;"CHI";"Roberto Duenas";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997
1;"LAC";"Michael Olowokandi";"University of the Pacific";"9";500;13129;4135;3414;327;0,435;NA;0,597;26,3;8,3;6,8;0,7;2,5;0,009;-4,5;-8,3;1998
2;"VAN";"Mike Bibby";"University of Arizona";"14";1001;33962;14698;3103;5517;0,436;0,379;0,802;33,9;14,7;3,1;5,5;73,2;0,104;0,5;21,1;1998
3;"DEN";"Raef LaFrentz";"University of Kansas";"10";563;14545;5690;3423;606;0,466;0,363;0,711;25,8;10,1;6,1;1,1;39,4;0,13;1,5;12,8;1998
4;"TOR";"Antawn Jamison";"University of North Carolina";"16";1083;37638;20042;8157;1761;0,451;0,346;0,724;34,8;18,5;7,5;1,6;87,8;0,112;-0,2;17,4;1998
5;"GSW";"Vince Carter";"University of North Carolina";"20";1374;43559;24677;6191;4536;0,437;0,373;0,798;31,7;18;4,5;3,3;122,8;0,135;3;54,7;1998
6;"DAL";"Robert Traylor";"University of Michigan";"7";438;6243;2085;1640;312;0,474;0,167;0,577;14,3;4,8;3,7;0,7;13,3;0,102;0,3;3,6;1998
7;"SAC";"Jason Williams";"University of Florida";"12";788;23188;8266;1810;4611;0,398;0,327;0,813;29,4;10,5;2,3;5,9;38,5;0,08;-0,7;7,8;1998
8;"PHI";"Larry Hughes";"Saint Louis University";"13";727;22368;10242;3039;2290;0,406;0,309;0,757;30,8;14,1;4,2;3,1;32,3;0,069;-0,3;9,7;1998
9;"MIL";"Dirk Nowitzki";"";"20";1439;49802;30808;11141;3571;0,473;0,382;0,879;34,6;21,4;7,7;2,5;204,1;0,197;3,3;66,6;1998
10;"BOS";"Paul Pierce";"University of Kansas";"19";1343;45880;26397;7527;4708;0,445;0,368;0,806;34,2;19,7;5,6;3,5;150;0,157;3,3;61,5;1998
11;"DET";"Bonzi Wells";"Ball State University";"10";591;15133;7147;2737;1249;0,46;0,327;0,697;25,6;12,1;4,6;2,1;29,4;0,093;0,4;9,3;1998
12;"ORL";"Michael Doleac";"University of Utah";"10";587;8789;2882;1955;343;0,439;0,125;0,791;15;4,9;3,3;0,6;12,7;0,07;-3,7;-3,8;1998
13;"ORL";"Keon Clark";"University of Nevada, Las Vegas";"6";353;7971;2882;2096;322;0,5;0,053;0,645;22,6;8,2;5,9;0,9;18,2;0,11;-0,1;3,8;1998
14;"HOU";"Michael Dickerson";"University of Arizona";"5";212;7490;3257;609;553;0,432;0,402;0,784;35,3;15,4;2,9;2,6;9,6;0,061;-1,2;1,6;1998
15;"ORL";"Matt Harpring";"Georgia Institute of Technology";"11";665;17584;7645;3366;907;0,481;0,333;0,753;26,4;11,5;5,1;1,4;41,9;0,114;-0,1;8,3;1998
16;"HOU";"Bryce Drew";"Valparaiso University";"6";243;3970;1081;295;524;0,382;0,371;0,83;16,3;4,4;1,2;2,2;2,4;0,03;-4,6;-2,6;1998
17;"MIN";"Rasho Nesterovic";"";"12";811;17983;5519;4143;836;0,502;0,077;0,585;22,2;6,8;5,1;1;39,9;0,107;0,4;11;1998
18;"HOU";"Mirsad Turkcan";"";"1";17;90;33;33;5;0,368;0;0,625;5,3;1,9;1,9;0,3;0;-0,019;-6;-0,1;1998
19;"MIL";"Pat Garrity";"University of Notre Dame";"10";552;11062;4017;1457;443;0,417;0,398;0,806;20;7,3;2,6;0,8;18,7;0,081;-1,8;0,7;1998
20;"ATL";"Roshown McLeod";"Duke University";"3";113;2130;817;308;124;0,409;0,111;0,819;18,8;7,2;2,7;1,1;0,2;0,004;-5;-1,6;1998
21;"CHH";"Ricky Davis";"University of Iowa";"12";736;21927;9912;2550;2426;0,446;0,361;0,781;29,8;13,5;3,5;3,3;28;0,061;-0,8;6,5;1998
22;"LAC";"Brian Skinner";"Baylor University";"14";608;10910;2876;2841;288;0,494;0,333;0,566;17,9;4,7;4,7;0,5;15,8;0,07;-2,4;-1;1998
23;"DEN";"Tyronn Lue";"University of Nebraska";"11";554;12564;4710;943;1727;0,437;0,391;0,829;22,7;8,5;1,7;3,1;19,7;0,075;-2,8;-2,5;1998
24;"SAS";"Felipe Lopez";"St. John's University";"4";249;4145;1448;604;252;0,432;0,327;0,659;16,6;5,8;2,4;1;3,1;0,036;-2,7;-0,7;1998
25;"IND";"Al Harrington";"";"16";981;28009;13237;5482;1649;0,444;0,352;0,727;28,6;13,5;5,6;1,7;42,5;0,073;-1,2;5,5;1998
26;"LAL";"Sam Jacobson";"University of Minnesota";"3";68;752;283;80;36;0,511;0,36;0,739;11,1;4,2;1,2;0,5;1,1;0,071;-3,5;-0,3;1998
27;"SEA";"Vladimir Stepania";"";"6";270;3726;1118;1180;94;0,425;0,133;0,536;13,8;4,1;4,4;0,3;5,2;0,067;-3,9;-1,8;1998
28;"CHI";"Corey Benjamin";"Oregon State University";"4";153;2191;835;259;143;0,39;0,289;0,652;14,3;5,5;1,7;0,9;-0,9;-0,019;-5,6;-2;1998
29;"UTA";"Nazr Mohammed";"University of Kentucky";"18";1005;15891;5827;4708;375;0,486;0;0,64;15,8;5,8;4,7;0,4;34,3;0,104;-2,5;-2;1998
30;"DAL";"Ansu Sesay";"University of Mississippi";"4";127;1301;401;223;62;0,434;0,276;0,64;10,2;3,2;1,8;0,5;1,4;0,051;-3,3;-0,4;1998
31;"LAL";"Ruben Patterson";"University of Cincinnati";"10";649;15955;6953;2697;1150;0,517;0,179;0,641;24,6;10,7;4,2;1,8;35,1;0,106;0,9;11,8;1998
32;"SEA";"Rashard Lewis";"";"16";1049;33541;15579;5433;1765;0,452;0,386;0,805;32;14,9;5,2;1,7;90,9;0,13;2;34,1;1998
33;"SEA";"Jelani McCoy";"University of California, Los Angeles";"8";260;3824;1200;921;135;0,539;NA;0,49;14,7;4,6;3,5;0,5;5,1;0,064;-3,1;-1,1;1998
34;"CHI";"Shammond Williams";"University of North Carolina";"7";325;5351;1892;518;765;0,401;0,366;0,798;16,5;5,8;1,6;2,4;8,8;0,079;-2,3;-0,4;1998
35;"DAL";"Bruno Sundov";"";"7";102;524;173;107;18;0,356;0,208;0,526;5,1;1,7;1;0,2;-0,7;-0,062;-9,7;-1;1998
36;"SAC";"Jerome James";"Florida Agricultural and Mechanical University";"9";358;4771;1540;1099;118;0,485;0;0,617;13,3;4,3;3,1;0,3;2,9;0,029;-3,1;-1,3;1998
37;"PHI";"Casey Shaw";"University of Toledo";"1";9;14;2;3;0;0,125;NA;NA;1,6;0,2;0,3;0;-0,1;-0,498;-27,8;-0,1;1998
38;"NYK";"DeMarco Johnson";"University of North Carolina at Charlotte";"1";5;37;6;7;0;0,333;NA;NA;7,4;1,2;1,4;0;-0,1;-0,091;-11,9;-0,1;1998
39;"MIL";"Rafer Alston";"California State University, Fresno";"11";671;19392;6799;1891;3202;0,383;0,354;0,729;28,9;10,1;2,8;4,8;32,9;0,081;0,2;10,9;1998
40;"DET";"Korleone Young";"";"1";3;15;13;4;1;0,5;0,25;1;5;4,3;1,3;0,3;0,1;0,28;6;0;1998
41;"HOU";"Cuttino Mobley";"University of Rhode Island";"11";747;27618;11964;2902;2015;0,433;0,378;0,835;37;16;3,9;2,7;52,2;0,091;0,2;15,3;1998
42;"ORL";"Miles Simon";"University of Arizona";"1";5;19;2;2;0;0,2;0;NA;3,8;0,4;0,4;0;-0,1;-0,289;-15,5;-0,1;1998
43;"WAS";"Jahidi White";"Georgetown University";"7";334;5913;1954;1944;63;0,51;0;0,534;17,7;5,9;5,8;0,2;10,4;0,085;-3,8;-2,7;1998
44;"NYK";"Sean Marks";"University of California";"11";230;2275;638;501;50;0,448;0,2;0,665;9,9;2,8;2,2;0,2;2,6;0,055;-4,9;-1,7;1998
45;"LAL";"Toby Bailey";"University of California, Los Angeles";"2";73;698;241;126;43;0,407;0,2;0,692;9,6;3,3;1,7;0,6;1;0,072;-4;-0,3;1998
46;"MIN";"Andrae Patterson";"Indiana University";"2";40;304;120;67;16;0,455;0;0,778;7,6;3;1,7;0,4;0,7;0,114;-0,5;0,1;1998
47;"TOR";"Tyson Wheeler";"University of Rhode Island";"1";1;3;4;0;2;1;1;0,5;3;4;0;2;0,1;1,367;19,6;0;1998
48;"CLE";"Ryan Stack";"University of South Carolina";"2";43;397;99;79;10;0,352;0;0,787;9,2;2,3;1,8;0,2;0,2;0,028;-4,6;-0,3;1998
49;"ATL";"Cory Carr";"Texas Tech University";"1";42;624;171;49;66;0,329;0,167;0,75;14,9;4,1;1,2;1,6;-1,2;-0,089;-8,8;-1,1;1998
50;"CHH";"Andrew Betts";"California State University, Long Beach";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998
51;"MIA";"Corey Brewer";"University of Oklahoma";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998
52;"SAS";"Derrick Dial";"Eastern Michigan University";"4";82;687;253;133;63;0,372;0,19;0,672;8,4;3,1;1,6;0,8;0,6;0,045;-3,5;-0,3;1998
53;"DAL";"Greg Buckner";"Clemson University";"10";570;10895;2878;1593;719;0,45;0,334;0,757;19,1;5;2,8;1,3;20,9;0,092;0,1;5,8;1998
54;"DEN";"Tremaine Fowlkes";"California State University, Fresno";"4";103;1233;301;228;54;0,409;0,2;0,791;12;2,9;2,2;0,5;2,1;0,08;-2,1;0;1998
55;"DEN";"Ryan Bowen";"University of Iowa";"10";507;6502;1319;1060;250;0,456;0,206;0,693;12,8;2,6;2,1;0,5;12,4;0,092;0;3,3;1998
56;"VAN";"J.R. Henderson";"University of California, Los Angeles";"1";30;331;97;47;22;0,365;0,4;0,556;11;3,2;1,6;0,7;-0,2;-0,025;-6,1;-0,3;1998
57;"UTA";"Torraye Braggs";"Xavier University";"2";22;178;46;51;7;0,475;NA;0,667;8,1;2,1;2,3;0,3;0,3;0,071;-4,1;-0,1;1998
58;"CHI";"Maceo Baston";"University of Michigan";"4";105;831;286;175;26;0,616;0,375;0,74;7,9;2,7;1,7;0,2;2,3;0,134;-1,3;0,1;1998
1;"CHI";"Elton Brand";"Duke University";"17";1058;34910;16827;9040;2184;0,5;0,095;0,736;33;15,9;8,5;2,1;109,6;0,151;3,1;45,2;1999
2;"VAN";"Steve Francis";"University of Maryland";"9";576;21632;10446;3215;3473;0,429;0,341;0,797;37,6;18,1;5,6;6;54,1;0,12;3,2;28,2;1999
3;"CHH";"Baron Davis";"University of California, Los Angeles";"13";835;28592;13447;3183;6025;0,409;0,32;0,711;34,2;16,1;3,8;7,2;63,1;0,106;2,7;34,1;1999
4;"LAC";"Lamar Odom";"University of Rhode Island";"14";961;32131;12781;8059;3554;0,463;0,312;0,693;33,4;13,3;8,4;3,7;77;0,115;2,5;36,3;1999
5;"TOR";"Jonathan Bender";"";"8";262;3847;1453;582;170;0,417;0,34;0,763;14,7;5,5;2,2;0,6;3,8;0,047;-3,5;-1,5;1999
6;"MIN";"Wally Szczerbiak";"Miami University";"10";651;20052;9195;2602;1532;0,485;0,406;0,86;30,8;14,1;4;2,4;53,3;0,127;0,5;12,8;1999
7;"WAS";"Richard Hamilton";"University of Connecticut";"14";921;29559;15708;2852;3125;0,449;0,346;0,852;32,1;17,1;3,1;3,4;62,8;0,102;-0,6;10,5;1999
8;"CLE";"Andre Miller";"University of Utah";"17";1304;40268;16278;4795;8524;0,461;0,217;0,807;30,9;12,5;3,7;6,5;100,8;0,12;1,1;31,7;1999
9;"PHO";"Shawn Marion";"University of Nevada, Las Vegas";"16";1163;40097;17700;10101;2198;0,484;0,331;0,81;34,5;15,2;8,7;1,9;124,9;0,15;3,2;52,1;1999
10;"ATL";"Jason Terry";"University of Arizona";"19";1374;41365;18735;3238;5364;0,444;0,38;0,845;30,1;13,6;2,4;3,9;101,2;0,117;1,3;34;1999
11;"CLE";"Trajan Langdon";"Duke University";"3";119;1738;647;159;152;0,416;0,396;0,91;14,6;5,4;1,3;1,3;2,9;0,079;-1,9;0,1;1999
12;"TOR";"Aleksandar Radojevic";"Barton County Community College";"2";15;152;26;36;7;0,308;NA;0,625;10,1;1,7;2,4;0,5;-0,4;-0,13;-9,4;-0,3;1999
13;"SEA";"Corey Maggette";"Duke University";"14";827;23358;13198;4022;1696;0,453;0,324;0,822;28,2;16;4,9;2,1;62,2;0,128;-0,4;9,5;1999
14;"MIN";"William Avery";"Duke University";"3";142;1205;379;93;199;0,33;0,255;0,714;8,5;2,7;0,7;1,4;-0,9;-0,034;-7,2;-1,6;1999
15;"NYK";"Frederic Weis";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999
16;"CHI";"Metta World Peace";"St. John's University";"17";991;31440;13058;4448;2631;0,414;0,339;0,715;31,7;13,2;4,5;2,7;61,1;0,093;1,8;29,9;1999
17;"ATL";"Cal Bowdler";"Old Dominion University";"3";142;1383;424;272;29;0,404;0,182;0,768;9,7;3;1,9;0,2;1,8;0,061;-4,7;-0,9;1999
18;"DEN";"James Posey";"Xavier University";"12";864;23260;7419;4061;1413;0,41;0,349;0,82;26,9;8,6;4,7;1,6;51,6;0,107;1,2;18,8;1999
19;"UTA";"Quincy Lewis";"University of Minnesota";"4";159;1853;567;210;96;0,397;0,333;0,71;11,7;3,6;1,3;0,6;0,8;0,02;-4;-0,9;1999
20;"ATL";"Dion Glover";"Georgia Institute of Technology";"6";294;6132;2407;897;455;0,411;0,317;0,756;20,9;8,2;3,1;1,5;5,8;0,045;-2,4;-0,7;1999
21;"GSW";"Jeff Foster";"Texas State University";"13";764;15750;3747;5248;703;0,497;0,13;0,615;20,6;4,9;6,9;0,9;47,5;0,145;1,3;13;1999
22;"HOU";"Kenny Thomas";"University of New Mexico";"11";632;17306;5876;4341;975;0,465;0,244;0,699;27,4;9,3;6,9;1,5;31,2;0,086;-0,5;6,6;1999
23;"LAL";"Devean George";"Augsburg College";"11";630;11682;3536;1975;543;0,392;0,343;0,721;18,5;5,6;3,1;0,9;18,2;0,075;-1,2;2,5;1999
24;"UTA";"Andrei Kirilenko";"";"13";797;23916;9431;4352;2169;0,474;0,31;0,754;30;11,8;5,5;2,7;75,4;0,151;5;42,4;1999
25;"MIA";"Tim James";"University of Miami";"3";43;261;68;46;11;0,329;0,333;0,652;6,1;1,6;1,1;0,3;0;-0,003;-7,1;-0,3;1999
26;"IND";"Vonteego Cummings";"University of Pittsburgh";"3";199;3789;1381;373;534;0,383;0,321;0,726;19;6,9;1,9;2,7;2,2;0,028;-2,9;-0,9;1999
27;"ATL";"Jumaine Jones";"University of Georgia";"8";471;9780;3325;1987;408;0,424;0,349;0,704;20,8;7,1;4,2;0,9;15,1;0,074;-1;2,4;1999
28;"UTA";"Scott Padgett";"University of Kentucky";"8";448;5613;1874;1227;325;0,41;0,373;0,736;12,5;4,2;2,7;0,7;13,2;0,113;-0,1;2,7;1999
29;"SAS";"Leon Smith";"";"2";15;104;33;33;3;0,393;NA;0,647;6,9;2,2;2,2;0,2;0,2;0,112;-4,3;-0,1;1999
30;"LAL";"John Celestand";"Villanova University";"1";16;185;37;11;20;0,333;0,222;0,833;11,6;2,3;0,7;1,3;-0,1;-0,038;-7,4;-0,3;1999
31;"LAC";"Rico Hill";"Illinois State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999
32;"CHI";"Michael Ruffin";"University of Tulsa";"9";414;5966;716;1632;250;0,407;0;0,459;14,4;1,7;3,9;0,6;6,8;0,055;-1,2;1,2;1999
33;"DEN";"Chris Herren";"California State University, Fresno";"2";70;1005;224;73;167;0,336;0,328;0,692;14,4;3,2;1;2,4;0,5;0,025;-5,6;-0,9;1999
34;"NJN";"Evan Eschmeyer";"Northwestern University";"4";153;2138;421;601;76;0,463;NA;0,621;14;2,8;3,9;0,5;4;0,09;-1,1;0,5;1999
